,Text,Type
28,"An NYPD officer was assassinated early Wednesday by an ex-con who marched up to her NYPD vehicle and pumped a bullet into the helpless cop s head, authorities said.Officer Miosotis Familia, 48, was mortally wounded by the 12:30 a.m. gunshot on a Bronx street as she neared the end of her Fourth of July shift, cops said.Cop-killer Alexander Bonds, dressed in black from head to toe, was then shot to death in a gunfight with two cops responding to a desperate call for help from Familia s partner. Shots fired!  the officer screamed moments after the gunshot.  I need a f ing bus! 10-85 10-85! My partner s shot! My partner s shot! My partner s shot! Hurry up central! Police Commissioner James O Neill said there was no doubt the paroled gunman targeted the 12-year NYPD veteran for execution at E. 183rd St. and Creston Ave.   NY Daily NewsSo why is the same media who blames President Trump for violence committed against Republicans not asking if cop-killer Alexander Bonds was inspired by Barack Obama, Eric Holder, Al Sharpton, Black Lives Matter and Hillary Clinton, who made her support for the cop-hating movement a focal-point of her campaign for president?Only two years ago, Black Lives Matter supporters were filmed chanting  Pigs in a blanket, fry  em like bacon! at the MN State Fair. President Barack Obama and his radical AG were silent.""Pigs in a blanket, fry em like bacon"" #BlackFair #BlackLivesMatter #FTP #ACAB pic.twitter.com/NaQNehnd5g  EMP THY (@MrNikoG) August 29, 2015President Barack Obama actually lectured mourners on bigotry, slavery and oppression at the memorial service for slain police officers who were killed by a Black Lives Matter supporter. Instead of using the opportunity to condemn the growing, violent movement, he actually appeared to be condoning it. While paying tribute to the fallen officers for sacrificing their lives to protect others from a sniper, Mr. Obama also called on law enforcement agencies to root out bigotry. We have all seen this bigotry in our lives at some point,  Mr. Obama told an audience of several hundred at a concert hall in Dallas. None of us is entirely innocent. No institution is entirely immune. And that includes our police departments. We know this.  The officers   Michael Smith, Lorne Ahrens, Michael Krol, Brent Thompson and Patrick Zamarripa were killed by a black sniper who told police he targeted white officers during a Black Lives Matter protest.The day after the memorial service for the Dallas cops who were murdered by a Black Lives Matter supporter, President Barack Obama invited BLM leaders to the White House for a private meeting:It should come as no surprise to anyone that the most recent assassination of an innocent cop was at the hands of Hillary Clinton supporter Alexander Bonds, given her outreach to the Black Lives Matter terror group during her campaign. Wikileaks even released an email showing how radical group Center For American Progress was advising her on how to fake empathy for parents of kids killed by cops. Wikileaks released an email from Center for American Progress President Neera Tanden, coaching Hillary on how to best gain the trust of the Black community by going directly to the victims being held up by Black Lives Matter movement as heroes, and faking empathy with the parents. She also mentions it would be a good idea to use the idea that their grief should be magnified because it happened at the hands of law enforcement officers (the state).Given all that has happened over the last few days with the Black Lives Matter movement, I thought it would be a good idea for Hillary to pen an op ed, discussing the pain people feel as parents at the loss of their children to these incidents of police brutality, how as a parent, she knows that pain is magnified because it happens at the hands of the state, and her commitment to solve the problem as President.Given her strong words on Charlotte, it could serve as a reminder that she gets it that racism isn t like everything else. She wouldn t have to mention Bernie s name, but I think it could really respond to the sense of continual injured dignity .I think, but others will know better, that it will move around the social media networks. > > Anyway, just thought I d share with you guys . >> Thanks! > > Neera >While Barack Obama was in office, radical activist, hate-monger and racial division expert Al Sharpton was a regular visitor. Obama s former AG Eric Holder was caught using taxpayer funds to pay protesters to march against George Zimmerman during the Trayvon Martin case in Sanford, FL. Upon the unbelievable discovery, the media was predictably silent.The culprit behind a shocking  unprovoked attack  on a female police officer had spouted anti-cop rhetoric in the past and urged people to vote for Hillary Clinton.Bonds, who the source said boasts up to six different aliases, recently spoke critically of law enforcement on Facebook. He said police in Oakland, Calif., were wrong to stop a child riding a bicycle.Authorities are trying to piece together a motive after NYPD officer and mother of three Miosotis Familia was brutally gunned down in cold blood by Alexander Bonds early Monday morning while she sat in a temporary headquarters vehicle at East 183rd Street and Morris Avenue in Fordham Heights.Bonds was subsequently killed by two other officers called to the scene while Familia died in hospital. This is absolutely an unprovoked attack,  said NYPD Commissioner James P. O Neill. Police say surveillance footage shows Bonds pulling up his hoodie before  purposefully  walking up to the vehicle and shooting through the passenger side. Speculation as to why 34-year-old Bonds, who had previously served seven years in prison for a Syracuse robbery, gunned down Familia has begun to center on his political beliefs.Bonds  Facebook page reveals that days before the presidential election, he posted a video of a woman alleging that voting machines were switching Hillary Clinton votes to Donald Trump.Watch video Bonds made below, where he tells his Facebook followers about his hate for cops. He calls police  faggots  and accuses them of raping children. He also says he s  up and ready  for the cops, using his time in jail as an example of how he got ready for them. He posted the words  Mad as hill  above the video.On the same day he urged people to  get mad  about the election and vote. When asked who he was voting for, Bonds responded that he couldn t vote (due to his felony conviction), but said people should vote for Hillary Clinton.Bonds also posted Malcolm X memes as well as videos of confrontations between black people and police officers. Previous ambush-style murders of police officers have been motivated by extremist anti-cop  Black Lives Matter -style rhetoric, as well as mass shootings of police officers like the Dallas massacre, which was celebrated by BLM sympathizers.  Infowars ",0
29,"PARIS (Reuters) - France s foreign ministry said on Monday it was an important condition for the stability of the region that Iran not interfere in Lebanon s domestic affairs.   We wish that all those who exert an influence in Lebanon allow all the political actors in this country to exercise fully their responsibilities,  foreign ministry spokeswoman Agnes Romatet-Espagne told reporters in a daily briefing.   Mr Saad al-Hariri called on Iran yesterday to not interfere in the affairs of Lebanon and its neighbors. We believe that this is an important condition for the stability of the region.  ",1
30,"AUSTIN, Texas (Reuters) - Texas measures criticized as being discriminatory for limiting transgender people’s access to bathrooms in schools and public buildings died on Tuesday, as the House adjourned and ended its special legislative session. Business leaders and civil rights groups had battled to defeat the bills, saying they advanced bigotry, would tarnish the state’s image and damage its economy. The measures were blocked by moderate House Republicans.  Adoption by Texas, the most populous Republican-dominated state, could have fed momentum in other socially conservative states on the issue, a flashpoint in the U.S. culture wars. “Finally, Texans can breathe a temporary sigh of relief,” said JoDee Winterhof, an official of the Human Rights Campaign that lobbied against the bills. “Texans don’t want harmful, anti-transgender legislation,” Winterhof, the campaign’s senior vice president for policy and political affairs, said in a statement. Momentum for so-called bathroom bills stalled this year when  North Carolina partially repealed a similar law in March. The original law prompted boycotts by athletic bodies and businesses that are estimated to have cost the state hundreds of millions of dollars. Texas could have lost about $5.6 billion through 2026 if it had enacted such a measure, said the Texas Association of Business, the state’s leading employer grouping. The House wound up its duties without taking action on any of the bills and adjourned “sine die,” a day ahead of the official end of the 30-day special session. House Speaker Joe Straus, a pro-business Republican who controls the agenda in the chamber, said the issue was not a priority. Straus’ position was reinforced by a well-financed campaign by major corporations, including Texas-based energy companies Halliburton and ExxonMobil Global Services, which have said the bills would make it hard for them to recruit top talent. The measure that advanced the farthest was Senate Bill 3, which passed easily on a party-line vote in the Republican-controlled Senate and then died in the House. It would have required people to use restrooms, showers and locker rooms in public schools and other state and local government facilities that match the sex on their birth certificate, as opposed to their gender identity. Supporters, including Republican Lieutenant Governor Dan Patrick, a staunch social conservative, say the proposed curbs promote public safety and protect vulnerable women and children. ",1
31,"Good news, everyone! Michelle Obama s former assistant, Kristen Jarvis, is getting married to one of the President s former Secret Service agents. While the President himself will not be attending, Michelle Obama is expected to make an appearance   and Malia and Sasha Obama are even going to be bridesmaids! It s sure to be a beautiful wedding and everyone involved is sure to have fun   but of course conservatives have to sh*t all over everything beautiful.When TMZ reported the story, some of Trump s  deplorables  jumped right out of their basket to let the world know why Hillary Clinton was justified in calling them that to begin with.This fine person really wants the White House to be white again. Welfare Mammy    probably not a real name   thinks the Obama family are a  bunch of n-words. President Trump  (we re trying to figure out which candidate he supports) is just an outright racist. Max  agrees with Mr. President s primate theory. Freedom  is very passionate about this issue, even postulating that the Obamas are  all f*cking each other.   The rest are just deplorable.    The Right jumps on the Obama girls every chance they get   including when Malia graduated high school and again when she was accepted to Harvard, and when the girls hang out with their friends  they even wished rape on Sasha Obama when she turned 15 years old.All of these people will be voting in November. Make sure you are out there doing the same. The last thing we need is 4-8 years of normalizing this behavior.Featured image via Pinterest/screengrab",0
32,"(Reuters) - President Barack Obama on Monday urged U.S. insurers offering coverage next year under his national healthcare law to step up their efforts to enroll those who remain uninsured, especially younger and healthier Americans. Several big insurers, including UnitedHealth Group Inc, Aetna Inc and Humana Inc, have announced they will pull back from the Obamacare individual insurance market in 2017, citing financial losses due to the costs of covering members who are sicker than expected. Their planned exit has prompted new questions over whether Obamacare can survive over the long-term if insurers cannot create a viable business from the market. Insurance premiums for consumers have jumped each year since Obamacare plans took effect in 2014, and those price increases are expected to grow steeper as fewer insurers participate.  Obama, in a letter to all insurers selling health plans next year on the exchanges, noted that the program has helped reduce the percentage of Americans without health insurance to a record low, and acknowledged that it could still be improved to benefit insurers and consumers. His administration will help find and enroll those who still lack coverage, with a particular focus on enrolling young adults.  “Since the remaining uninsured are disproportionately younger and healthier, signing them up improves the risk pool and consequently the affordability of coverage for all enrollees,” Obama said in the letter.  Obama, Secretary of Health and Human Services Sylvia Burwell and other top health advisers on Monday met with executives from several leading insurance companies, including Cigna Corp Chief Executive David Cordani and Humana CEO Bruce Broussard, to discuss ways to strengthen the marketplace ahead of its fourth open enrollment period, which begins Nov. 1, according to a White House official.         A spokeswoman for industry group America’s Health Insurance Plans said the meeting’s focus included increasing enrollment.  “As health plans are preparing for open enrollment, today’s meeting was focused on how to build on the continued progress in reducing the uninsured rate and moving forward with policy solutions that will support a stable, affordable market for 2017 and beyond,” AHIP spokeswoman Clare Krusing said. ",1
33,"MOSCOW (Reuters) - Russian President Vladimir Putin said on Friday he expected U.S. -Russia relations to return to normal and was ready to visit the United States if President-elect Donald Trump invited him.  “If Trump invites me to travel to the United States, I will of course go,” Putin was quoted by the RIA news agency as saying.  “(I expect) a change in our relations and a return to normal inter-governmental interaction in order to resolve the  problems that face our country and the world, in the first instance in the areas of security and economic development,” Putin said, according to RIA. ",1
34,"WASHINGTON (Reuters) - House of Representatives Speaker Paul Ryan said on Friday he was disappointed with the Senate’s failure to pass healthcare legislation but urged Republican senators not to give up as their colleagues in the House moved on to tax reform. “I am disappointed and frustrated, but we should not give up. I encourage the Senate to continue working toward a real solution that keeps our promise,” Ryan, the top Republican in Congress, said in a statement. He said the House would move on to tax reform including cutting taxes for middle class families. ",1
35,"In 1991, when old, white men turned on Anita Hill, a monster was awakened, and that monster was the fury of the woman. In the 1992 election, women let the old boy s club know exactly how it felt   they elected a Democrat for president, and they made unprecedented gains in the House and he Senate. The 1992 election was called the Year of the Woman. And it was all thanks to one woman   Hill   who stood up to the good old boys.And now that the 2016 Democratic Primary is almost over, with Hillary Clinton reaching the threshold to claim victory, women will come out of the woodwork (at an even faster pace) and enact real change.Vox contends that should Clinton win the presidency, just her mere presence in the White House will be enough to spur a growth of women running for office:Clinton s gender is the most obvious way she stands out from everyone who s held the presidency before, but people inside and outside the campaign have hesitated to argue explicitly that it matters. But it does matter. Enormously. A woman president would be   by far   the biggest, most salient, and most important example of a successful woman in American politics likely inspiring secondary and tertiary waves of women s election runs and election victories.Using analysis from political consultant Amelia Showalter, Vox shows that when women are even mentioned as potentially running for office, female involvement in the whole process increases by a percentage point. When a woman is elected as a state Attorney General, participation increases to two percent. When elected Governor, it increases to 2.36 percent. When elected Senator, it increases to 2.9 percent.Should Clinton be elected President of the United States, with the sort of name recognition she has, the amount of female participation in the process (elected and unelected) would increase astronomically. And that measure doesn t include the throngs of women Clinton will choose to fill her cabinet.Analysis also shows that when women have representation (such as the presidency) and their identity politics   abortion, equal pay, childcare   are adequately represented by women, they will cause a ripple effect that will essentially bring male legislators onto their side. As Tali Mendelberg, Christopher Karpowitz, and Nicholas Goedert show:When women are many, they are more likely to voice women s distinctive concerns about children, family, the poor and the needy. What s more, when women are more numerous and therefore more vocal on these topics, men become more vocal too, and these effects are associated with more generosity to the poor.Women, in a sense, could liberalize the country by being elected to office. How do they get elected to office? They are inspired to run. And how are they inspired to run? They see other women, like Hillary Clinton, achieve high office.It s a ripple effect that will usher in the much needed change in Washington. After all, it s been proven that women in Congress, when they are in charge, get more done in a more bipartisan fashion.Hillary Clinton is going to help continue that.Featured image via Kevin Winter",0
36,"As a Wellesley graduate, I was shocked and dismayed by Hillary Clinton s commencement address. Actually, that is #FakeNews. I was neither shocked nor dismayed by Mrs. Clinton s speech (but I did graduate from Wellesley   with honors!) It was exactly the kind of self-pitying, leaden and all-about-me performance that I would have expected from the entitled former Democrat candidate and now sore loser.Watch a few of Hillary s greatest hits during her commencement speech at Wellesley College:Also, it revealed this: Hillary hasn t learned a thing. As her friend Mike Bloomberg recently told an audience of Harvard Business School grads   Hillary lost the election because she had absolutely no message. She still doesn t.In addition, she is utterly lacking in self-awareness. She spoke at length about what she sees as a  full-fledged assault on truth and reason,  telling the graduating seniors that  the future of America, indeed the future of the world, depends on brave, thoughtful people like you insisting on truth and integrity right now every day.  This, from a woman who ran for our nation s highest office while distrusted by nearly two-thirds of the country, with good reason.As long as Mrs. Clinton and her loyalists blame James Comey, Vladimir Putin, sexism and the alt-right for her loss, Democrats will never rebuild their bridges to the working class Americans who elected Donald Trump.In her remarks, Hillary criticized  people    aka Trump followers, presumably   on social media for  sowing division at a time when we desperately need unity,  and then proceeded to give a highly partisan and divisive speech.Did she ever consider that there might be families in the audience who voted for her opponent? That they might not enjoy her taking veiled potshots at President Trump, and that this was their daughters  day too?Echoing the liberal media, Hillary went after President Trump through innuendo and clich s, talking about the dangers of fomenting fear and of  alternative facts.  Good thing there was no Q&A; someone might have wanted further clarification of how she came under sniper fire in Bosnia, or how a video caused the Benghazi attack or how the Monica Lewinsky scandal stemmed from a  vast right-wing conspiracy  and not Bill Clinton s unruly libido.Hillary trod dangerous pathways as she remarked,  when people in power invent their own facts and attack those who question them, it can mark the beginning of the end of a free society.  She is correct, of course, but a cursory review of her multiple dodges and lies about her mishandling of classified information and efforts to destroy evidence reveals a woman who fully earned her low trustworthiness ratings from Americans.The election is over, but Hillary cannot let it go. This is good news for Republicans. As long as Mrs. Clinton and her loyalists blame James Comey, Vladimir Putin, sexism and the alt-right for her loss, Democrats will never rebuild their bridges to the working class Americans who elected Donald Trump.Hillary Clinton missed an opportunity at Wellesley. She could have delivered a message of unity, and helped our anxious country begin to heal. Her followers need to see her putting country above politics; they need to see her as she briefly appeared at the inauguration, supporting the peaceful and legitimate transfer of power. Apparently, that is just too heavy a lift for Mrs. Clinton. She is happier nursing her wounds, and continuing to inflict them on the country.The former First Lady could also have talked about the dramatic changes taking place in our economy, and how women are thriving as entrepreneurs. She could have talked about the founders of Rent the Runway, or Sarah Blakely, who created Spanx, or Essie Weingarten, who bet her life s savings on a new idea and created a nail polish empire sold to L Oreal in 2010. These women are inspirational; they didn t shatter glass ceilings, they ignored them. It is true we need women in politics, and running NGOs, but we also need women making money and boosting the economy. That s where the funding for free college tuition and refugee services comes from   a lesson Hillary may never have learned.The New York Times tells us that the students cheered Mrs. Clinton  thunderously.  Of course they did. They have been weaned on courses like  Love and Intimacy  in the Women s and Gender Studies department or  Changing Gender Constructions in the Modern Middle East  in the History Department. There s nothing wrong with those studies, unless they crowd out learning how the progressive policies of Bernie Sanders and Mrs. Clinton have failed in France, for instance, leading to a stagnant economy with few opportunities for progress. Or how capitalism has delivered billions from poverty, including in Communist China, where the growth miracle of recent decades was facilitated by policies that encouraged entrepreneurship and private enterprise.Hillary Clinton missed some history lessons too, apparently. She alluded to Nixon s presidency which  would eventually end in disgrace with his impeachment for obstruction of justice.  That isn t true, of course; Nixon resigned from office. It was her husband Bill who was impeached. Amazing she would get that wrong, in delivering what was sure to be a much-reviewed address. Maybe a little too much of that Chardonnay, Mrs. Clinton?  FOX NewsFor more visit LizPeek.com. Follow her on Twitter@LizPeek.",0
37,"If anyone were to tell you 20 years ago that a career criminal, habitual liar and an enabler of husband who is a serial sexual offender was going to be a frontrunner for President of The United States in two decades simply because of her genitalia, would you have believed them?While the State Department s own internal probe found former Secretary Hillary Clinton violated federal recordkeeping laws, it s not the first time she and her top aides shielded her e-mail from public disclosure while serving in a government position.As first lady, Hillary was embroiled in another scheme to bury sensitive White House e-mails, known internally as  Project X. In 1999, as investigators looked into Whitewater, Travelgate, Filegate and other scandals involving the then-first lady, it was discovered that more than 1 million subpoenaed e-mails were mysteriously  lost  due to a  glitch  in a West Wing computer server.The massive hole in White House archives covered a critical two-year period   1996 to 1998   when Republicans and special prosecutor Ken Starr were subpoenaing White House e-mails.Despite separate congressional investigations and a federal lawsuit over Project X, high-level e-mails dealing with several scandals were never turned over. And the full scope of Bill and Hillary Clintons  culpability in the parade of scandals was never known.To those well-versed in Clinton shenanigans, this all sounds distressingly familiar. Thanks to another server-related problem, Clinton so far has gotten away with withholding more than 30,000 e-mails from congressional committees investigating the Benghazi terrorism cover-up, Clinton Foundation foreign-influence peddling and other scandals. This Clinton e-mail scandal is nothing new,  Judicial Watch President Tom Fitton told me.  There were previous efforts to hide e-mails in the Clinton White House. His Washington watchdog group filed a lawsuit to recover the missing White House e-mails back then, just as it has against the State Department now, though it has had better luck in this case.The parallels don t end there.During the Project X e-mail scandal, career White House staffers and contractors found that someone close to the first lady had basically turned off the White House s automated e-mail-archiving system. They fingered White House  special assistant  Laura Crabtree Callahan, who was overseeing the computer contractors despite obtaining computer-science degrees from diploma mills.Read more: NYP",0
38,"COX S BAZAR, Bangladesh/YANGON (Reuters) - Two blasts rocked an area on the Myanmar side of the border with Bangladesh on Monday, accompanied by the sound of gunfire and thick black smoke, as violence that has sent nearly 90,000 Muslim Rohingya fleeing to Bangladesh showed no sign of easing. Bangladeshi border guards said a woman lost a leg from a blast about 50 meters inside Myanmar and was carried into Bangladesh to get treatment. Reuters reporters heard explosions and saw black smoke rising near a Myanmar village. The latest violence in Myanmar s northwestern Rakhine state began on Aug. 25, when Rohingya insurgents attacked dozens of police posts and an army base. The ensuing clashes and a military counter-offensive have killed at least 400 people and triggered the exodus of villagers to Bangladesh. A Rohingya refugee who went to the site of the blast - on a footpath near where civilians fleeing violence are huddled in no man s land on the border - filmed what appeared to be a mine: a metal disc about 10 centimeters (3.94 inches) in diameter partially buried in the mud. He said he believed there were two more such devices buried in the ground. Bangladeshi border guards said they believed the injured woman stepped on an anti-personnel mine, although that was not confirmed. Two refugees also told Reuters they saw members of the Myanmar army around the site in the immediate period preceding the blasts which occurred around 2:25 p.m.  Reuters was unable to independently verify that the planted devices were landmines and that there was any link to the Myanmar army. The spokesman for Myanmar s national leader Aung San Suu Kyi, Zaw Htay, said that a clarification was needed to determine  where did it explode, who can go there and who laid those land mines. Who can surely say those mines were not laid by the terrorists?   There are so many questions. I would like to say that it is not solid news-writing if you write based on someone talking nonsense on the side of the road,  said Zaw Htay. The treatment of Buddhist-majority Myanmar s roughly 1.1 million Muslim Rohingya is the biggest challenge facing Suu Kyi, accused by Western critics of not speaking out for the minority that has long complained of persecution. The Nobel Peace Prize laureate has come under increasing diplomatic pressure from countries with large Muslim populations such as Turkey and Pakistan to protect Rohingya civilians. Myanmar says its security forces are fighting a legitimate campaign against  terrorists  responsible for a string of attacks on police posts and the army since last October. On Monday, Reuters reporters saw fires and heard gunshots before the explosions near the Myanmar village of Taung Pyo Let Way.  Myanmar officials blamed Rohingya militants for the burning of homes and civilian deaths but rights monitors and Rohingya fleeing to neighboring Bangladesh say the Myanmar army is trying to force Rohingya out with a campaign of arson and killings. The number of those crossing the border into Bangladesh - 87,000 - surpassed the number who escaped Myanmar after a series of much smaller insurgent attacks last October that set off a military operation. That operation has led to accusations of serious human rights abuses. The newest estimate, based on calculations by U.N. workers in the Bangladeshi border district of Cox s Bazar, takes to about 174,000 the total number of Rohingya who have sought refuge in Bangladesh since October. The new arrivals have strained aid agencies and communities already helping hundreds of thousands of refugees from previous spasms of violence in Myanmar.  We are trying to build houses here, but there isn t enough space,  said Mohammed Hussein, 25, who was still looking for a place to stay after fleeing Myanmar four days ago.  No non-government organizations came here. We have no food. Some women gave birth on the roadside. Sick children have no treatment.   Hundreds of Rohingya milled beside the road while others slung tarpaulins over bamboo frames to make shelters against the monsoon rain. Among new arrivals, about 16,000 are school-age children and more than 5,000 are under the age of five who need vaccine coverage, aid workers said over the weekend.  Turkish President Tayyip Erdogan, who said on Friday that violence against Myanmar s Muslims amounted to genocide, last week called Bangladesh s President Abdul Hamid to offer help in sheltering the Rohingya, Dhaka said. Indonesian Foreign Minister Retno Marsudi met Suu Kyi and other officials in Myanmar on Monday, to urge a halt to the violence. Suu Kyi s office said Marsudi expressed the Indonesian government s  support of the activities of the Myanmar government for the stability, peace and development of Rakhine state . They also discussed humanitarian aid and the two countries would collaborate for the development of the state, Suu Kyi s office said without giving further details.   There were more anti-Myanmar protests in Jakarta on Monday.  Malala Yousafzai, the youngest winner of the Nobel Peace Prize, called on Suu Kyi to condemn the  shameful  treatment of the Rohingya, saying  the world is waiting  for her to speak out. In addition to tens of thousands of Rohingya, more than 11,700  ethnic residents  had been evacuated from northern Rakhine state, the Myanmar government has said, referring to non-Muslims. The army said on Sunday Rohingya insurgents had set fire to monasteries, images of Buddha as well as schools and houses in the north of Rakhine state. It posted images of destroyed Buddha statues. ",1
39,"A Massachusetts crime lab scandal could result in tens of thousands of criminal convictions being overturned. It s not the first time this has happened in the state either.As Addicting Info reported in May of last year, up to 60,000 drug cases were impacted by a scandal that rocked the Hinton Drug Lab, located in Boston, MA.In that case, a chemist by the name of Annie Dookhan plead guilty to 27 criminal charges, including  tampering with evidence, violating the state witness intimidation statute, multiple counts of lying to a grand jury, falsely claiming to carry a degree and others. Over a 14 year period, Dookhan forged documents, testified falsely in criminal cases and tampered with test results while employed as a chemist at the state crime lab.After Dookhan s confession thousands of convictions were overturned and hundreds of cases, which were still pending, were dismissed.The state of MA conducted a 15-month-long investigation into the crime lab, finding  a pattern of neglect, mismanagement, and poor standards. In spite of the state s findings, no other employees faced criminal charges. The Hinton lab was eventually closed down.Now another MA drug lab is facing a massive backlash, after court documents revealed a separate scandal involving drug use, evidence tampering and a series of other crimes earlier this week.As the Boston Herald reports, Amherst state lab chemist Sonja Farak was convicted in 2014 of tampering with evidence, theft and drug use inside the crime lab, where she was employed for more than eight years.At the height of her criminal activity, Farak was smoking crack ten to twelve times a day inside the crime lab, as well as using a host of other drugs which she obtained through the lab.Farak confessed to using the drugs at her work station, where she also tested samples submitted by law enforcement.She also confessed to being high while giving testimony in criminal cases and during interviews with police.While she was convicted of multiple crimes in 2014, officials did not disclose important details about how Farak s criminal activities had likely compromised tens of thousands of cases that she worked on.It took an order from the state Supreme Court to finally bring the extent of her misconduct to light.The ACLU released a statement on the Farak case, saying: The magnitude of the Amherst Lab misconduct rivals the similar scandal at the Hinton Lab, involving disgraced chemist Annie Dookhan, and the twin Massachusetts scandals have no known parallel elsewhere in the country. Matthew Segal, legal director of the ACLU of Massachusetts, went on to state: There is only one sensible response to these revelations: promptly notify the people who were denied due process, undo their wrongful convictions, and rethink the unjust war on drugs. The Boston Herald reports that Farak may have tainted the results in as many as 40,000 cases during the eight years she worked as a state crime lab chemist.Combined, the Dookhan and Farak scandals in MA alone could easily have caused more than 100,000 innocent people to be wrongfully imprisoned.If rampant corruption in just two state crime labs can result in the destruction of so many lives, we have to ask ourselves what is the impact when combined with corrupt law enforcement, corrupt courts and a corrupt penal system that thrives on profit?As the ACLU states here, fighting the failed war on drugs has only served to undermine the integrity of the entire criminal justice system.It s time to end the failed drug war, once and for all.Image credit: Wikimedia Commons",0
40,"As Politico reports an almost neck-and-neck race between Hillary Clinton and Bernie Sanders, the Los Angeles Times has endorsed the former Secretary of State before the critical primary on June 7.The editorial board laid out plainly their support for Clinton, highlighting her ability to get the job done in the face of rising populism:As all the world knows, Clinton would be the first woman elected president of the United States. That would be a joyous, long-awaited, landmark moment in American history after centuries of discrimination and second-class status for half the population. But the real reason to support her is that she is the Democratic candidate most likely to get the job done.As the mainstream media is peddling a completely false narrative that Clinton s support is unexcited or unenthusiastic, the Los Angeles Times destroys that now hackneyed talking point:[C]linton s candidacy might seem unexciting. But nominating a candidate for president is, or ought to be, serious business. As Obama himself likely would admit after almost eight years in the White House, there is more to being president than grand promises, whether they are about  hope and change  or a political revolution. We admire Bernie Sanders  passion for progress and equality, but our endorsement goes to the candidate who is more likely to translate ideals into action.Sanders and Clinton have been fighting hard to win over the California electorate, which offers up just under 550 delegates. Nate Silver s FiveThirtyEight currently gives Clinton a 97 percent chance of winning the state, but Sanders has shown to be as competitive as ever.The Times pointed out that Sanders  popular rhetoric amongst younger voters have made him a very formidable candidate who should be taken seriously, not brushed aside even heading into the convention (assuming Clinton clinches the magic number of delegates to win). Saying that he has made the race more substantive and he has drawn Clinton to he left, the board seriously doubted his ability to bring Republicans to the table.But that s not to say he couldn t.On the last day of registration, over 150,000 new citizens were admitted on the rolls, 42 percent of which were between the ages of 18 and 34, a good sign for Senator Sanders. Sanders also has outspent Clinton in critical metropolitan areas all across the state, including Los Angeles, Anaheim, San Diego and so forth.As the primary winds down, California will be the seemingly final hurrah in a long battle between the two progressive candidates, with one victor walking away as the nominee for president come July.Featured image via Justin Sullivan/Getty Images",0
41," Snitches get stitches  is Kremlin s message to the United States   at least according to Russian Foreign Ministry spokesperson Maria Zakharova, anyway. Discussing Rex Tillerson s planned visit to Russia, Zakharova complained about the leaks coming out of the Trump administration:First, the US Department of State asked us to keep the planned visit quiet and not to announce it until the last possible minute, until we coordinated the date. We did as they asked. But a day or two later the information was leaked by the US State Department and sometimes by the US administration. Frankly, this put Russia and the media in a strange situation, because they didn t know who to believe   the official agencies or the many leaks.If the Trump administration continues leaking like a colander, she says, there will be consequences:Also, I would like to say that if the practice of leaking information that concerns not just the United States but also Russia, which has become a tradition in Washington in the past few years, continues, there will come a day when the media will publish leaks about the things that Washington asked us to keep secret, for example, things that happened during President Obama s terms in office. Believe me, this could be very interesting information.Recently, Trump has been in a panic trying to contain leaks   particularly about his and his administration s relationship with Russia.At this point, it is fair to ask: what do they have on him and other Republicans? Is this threat to release Obama-era information a veiled warning to The Donald to plug the holes through which facts are slipping?Featured image via Getty Images (Mikhail Svetlov/Pool)",0
